invoiceDetailId,baseAmount,baseAmountBase,description,invoiceId,lineItemNumber,productId,quantity,uoMid,SalesOrderId,SalesOrderDetailId,pricePerUnit,pricePerUnitBase,tax,taxBase
2,66,44,Cognitive deficits following oth ntrm intcrn hemorrhage,781,317077,112,15,Phantom of the Woods,5901,4815,$1203.42,$510.05,$47.69,$8.35
905,89,20,Leakage of other vascular grafts,466,282422,233,87,Antisocial,9771,7810,$2000.18,$408.25,$25.32,$4.53
235,80,48,"Blister (nonthermal) of unspecified parts of thorax, sequela",854,368617,502,68,"Eye of Vichy, The (Oeil de Vichy, L')",8678,8057,$2275.58,$754.75,$48.02,$22.51
133,2,22,Carcinoma in situ of penis,241,459654,619,29,The Captains,3633,1330,$3531.59,$579.30,$43.36,$6.80
885,41,47,Acute Chagas' disease without heart involvement,954,130177,438,75,Were the World Mine,10300,7456,$3967.97,$587.51,$48.01,$13.22
981,33,15,Type 2 diabetes mellitus w oth diabetic kidney complication,688,416865,285,10,"Santa Clause 2, The",1023,1891,$3869.41,$108.48,$35.18,$24.54
815,40,13,"Fracture of ramus of left mandible, 7thK",348,391564,212,20,South Park: Imaginationland,7148,4379,$4491.15,$869.80,$45.05,$9.52
611,89,10,"Explosn of bomb place dur war op but expld aft, milt, init",795,313241,197,16,Child's Play,5723,3149,$2853.89,$400.66,$49.85,$23.84
19,31,20,Connective tiss stenosis of neural canal of upper extremity,629,405111,427,29,"St. Valentine's Day Massacre, The",1488,9929,$4722.85,$798.92,$34.62,$17.36
150,56,7,Insect bite (nonvenomous) of left shoulder,807,145496,441,12,Cheech & Chong's Next Movie,8750,1035,$1163.73,$540.48,$27.57,$20.61
739,16,19,Pallor,17,362900,1,36,Fear and Desire,6246,5567,$2094.41,$4.63,$35.64,$22.69
266,83,39,"Unsp inj unsp musc/fasc/tend at thi lev, unsp thigh, init",514,225444,625,28,"Sea Hawk, The",1047,10287,$1011.25,$990.64,$34.10,$16.63
223,59,29,Distal interphalangeal psoriatic arthropathy,672,132118,482,9,"Hard Day's Night, A",5673,3920,$3951.83,$204.18,$47.04,$19.04
158,16,42,Insect bite (nonvenomous) of hand,737,359451,527,34,Food (Jídlo),4251,1571,$2828.36,$625.40,$48.31,$20.40
408,31,37,Varicose veins of right low extrm w oth complications,976,173767,532,13,Escobar: Paradise Lost,7812,8816,$2098.26,$104.13,$43.49,$4.27
381,47,4,"Oth osteopor w current path fracture, unsp lower leg, init",330,196103,547,100,"Take Her, She's Mine",10202,8615,$1579.04,$136.63,$32.36,$23.15
519,100,28,Breakdown (mechanical) of intrauterine contraceptive device,447,412328,304,11,Race,9595,3025,$2088.48,$219.43,$39.83,$18.04
782,1,6,"Oth injury of anterior tibial artery, left leg, init encntr",493,241366,435,45,"Dead Times (Temps morts, Les)",10779,11000,$3413.42,$682.69,$26.39,$14.41
2,19,21,"Unspecified sprain of right foot, initial encounter",552,208634,655,57,Elvis on Tour,2470,8563,$2074.43,$139.89,$33.82,$1.00
562,27,3,"Unsp fx upper end of unsp tibia, subs for clos fx w nonunion",666,460495,573,30,Film ist.,9348,4525,$2360.51,$559.71,$30.20,$5.57
762,58,10,"Breakdown of int fix of bone of left forearm, sequela",98,442145,388,51,Container,6551,3679,$1324.18,$636.40,$29.98,$11.47
924,43,27,"Pasngr in hv veh injured in clsn w pedl cyc nontraf, sequela",63,277201,198,32,Bloody Sunday,1790,9990,$1169.35,$163.84,$42.85,$2.29
112,68,20,"Unsp inj femor vein at hip and thi lev, right leg, subs",92,272489,116,14,Shatter Dead,5664,3858,$3370.20,$106.30,$41.09,$4.72
830,32,11,Puncture wound without foreign body of shoulder,618,120772,927,11,Lisbela e o Prisioneiro (Lisbela and the Prisoner),3546,8369,$4698.90,$684.96,$37.62,$19.61
836,94,25,"Charcot's joint, elbow",702,415133,620,31,The Identical,6915,4590,$2334.32,$1.66,$41.43,$17.67
396,35,5,"Milt op involving firearms pellets, civilian, init",96,192327,961,24,After Life (Wandafuru raifu),7156,6835,$3019.38,$407.84,$25.60,$11.90
356,38,27,"Acute dacryoadenitis, right lacrimal gland",327,313167,413,68,"Feuer, Eis & Dosenbier",10060,8827,$4330.42,$685.95,$37.15,$20.09
34,87,28,"Displ oblique fx shaft of l rad, 7thQ",237,258996,198,6,Welcome Farewell-Gutmann (Bienvenido a Farewell-Gutmann),2923,3697,$3451.60,$911.62,$32.08,$13.11
210,17,3,"Inj unsp blood vessel at shldr/up arm, left arm, subs",681,181177,544,37,"Peace, Propaganda & the Promised Land",2220,1408,$4166.34,$530.48,$29.27,$8.36
770,35,6,"Abscess of external ear, bilateral",934,114660,541,80,Home Alone: The Holiday Heist,10392,4398,$4018.26,$833.51,$36.65,$18.73
664,90,34,"Drown due to fall/jump fr burning passenger ship, sequela",645,149509,995,75,Viy or Spirit of Evil (Viy),5778,4816,$4321.43,$866.73,$35.35,$6.18
349,13,42,Contusion of right hand,31,294972,901,71,"Battered Bastards of Baseball, The",5490,5716,$4801.69,$581.26,$32.43,$5.01
884,62,22,"Kaschin-Beck disease, right knee",518,206384,221,31,Out of Life (Hors la vie),7628,1741,$4085.91,$256.67,$34.78,$4.94
228,76,23,Assault by other specified means,676,412252,811,49,Casey Jones,7083,2646,$1958.28,$262.24,$27.77,$7.56
161,45,1,"Insect bite (nonvenomous) of r frnt wl of thorax, sequela",8,293783,58,23,Bringing Up Bobby,9607,10113,$3415.02,$769.78,$42.70,$22.43
914,77,44,"Anterior subluxation of unsp ulnohumeral joint, subs encntr",661,425516,4,77,"Muse, The",5496,2187,$4045.11,$424.46,$25.81,$15.01
597,19,15,"Type 2 diab with severe nonp rtnop without macular edema, bi",193,367454,198,64,None But the Lonely Heart,9641,10570,$2054.64,$664.09,$40.64,$13.55
917,14,5,"Unsp inj flexor musc/fasc/tend l idx fngr at forarm lv, init",980,401755,85,72,"Hunter, The",10132,7365,$3784.12,$364.73,$48.47,$10.04
757,16,40,"Partial traumatic amputation at elbow level, unsp arm, subs",304,169743,11,80,"Dukes of Hazzard, The",2435,6850,$2921.78,$843.76,$40.22,$9.82
733,43,27,"Fx condylar process of mandible, unspecified side, init",336,293728,23,2,People in Places,4916,10406,$4085.62,$245.60,$42.09,$24.73
231,40,14,"Juvenile rheumatoid arthritis w systemic onset, left ank/ft",942,180502,670,41,Skeleton Man,7351,10203,$4545.09,$224.89,$28.91,$18.15
314,90,45,"Sublux of interphaln joint of left lesser toe(s), sequela",549,269771,262,18,"House Is Black, The",2506,4319,$4177.06,$478.15,$45.73,$20.40
289,57,16,"Corrosion of second degree of unspecified wrist, init encntr",201,110722,170,66,Rich Hill,1823,7594,$3292.69,$371.89,$35.26,$10.42
308,44,33,"External constriction of unspecified shoulder, sequela",672,315447,661,74,"Five People You Meet in Heaven, The",8049,4337,$3100.25,$447.86,$38.77,$17.59
561,17,47,Interstitial cystitis (chronic),72,258736,656,24,Samurai (Samourais),4339,1387,$4577.36,$325.11,$45.00,$12.82
623,2,34,"Displ artic fx head of l femur, subs for clos fx w malunion",595,426878,65,84,Nowhere to Hide (Injeong sajeong bol geot eobtda),5876,10045,$4736.14,$563.36,$29.24,$7.96
63,72,30,Laceration of gallbladder,900,362130,56,59,The Nutcracker Prince,3664,9650,$3590.24,$826.04,$47.75,$1.63
852,85,32,Symptomatic late syphilis of other respiratory organs,13,455708,117,74,In My Sleep,3398,9316,$2153.56,$705.42,$44.24,$19.31
39,83,11,"Ped w convey injured pick-up truck, pk-up/van in traf, subs",233,212016,234,48,Zig Zag,8846,6534,$4286.53,$164.15,$35.29,$14.60
796,71,44,"Other fracture of unspecified great toe, sequela",807,393489,299,26,Three Days of the Condor (3 Days of the Condor),9922,5368,$3931.05,$299.46,$28.22,$21.80
350,25,29,"Oth injury of unsp innominate or subclavian artery, sequela",783,298702,927,97,Sydney (Hard Eight),9099,3426,$2344.07,$213.04,$26.70,$2.06
151,95,25,"Spinal and epidur anesth induce hdache dur preg, third tri",427,471083,502,31,Wild Women,9644,4938,$2217.23,$389.68,$41.75,$22.70
889,20,20,"Juvenile osteochondrosis of radius and ulna, unspecified arm",371,182557,27,8,Wrong Turn at Tahoe,1093,10801,$2595.11,$151.35,$44.32,$20.90
321,97,14,"Toxic effect of manganese and its compounds, self-harm",580,133093,525,41,With Six You Get Eggroll,4570,6573,$2708.51,$100.34,$35.62,$24.59
213,92,17,Antepartum hemorrhage with afibrinogenemia,54,153813,155,34,Kwik Stop,3001,1745,$4589.62,$477.29,$49.82,$24.87
652,42,1,"Smith's fx left rad, subs for opn fx type 3A/B/C w nonunion",57,263790,245,87,"Item, The",9125,8939,$2901.89,$614.02,$32.51,$17.87
709,52,27,"Osteochondropathy, unspecified of upper arm",483,110631,266,79,"Charge of the Light Brigade, The",5574,10168,$4312.41,$124.61,$42.23,$24.76
960,25,18,"Toxic effect of carbon disulfide, self-harm, subs",774,380136,554,84,BloodRayne: Deliverance (BloodRayne II: Deliverance),5631,5943,$2551.54,$534.55,$44.65,$4.23
783,92,16,"Oclr lac/rupt w prolaps/loss of intraoc tissue, l eye, init",605,127687,11,16,The Last Farm,7977,1224,$3811.95,$641.52,$26.70,$4.39
740,71,9,"Disp fx of med condyle of l tibia, 7thF",275,128578,596,4,"Hunt, The (Jagten)",4241,3389,$4483.85,$931.58,$30.23,$6.44
518,81,42,"Poisoning by oth psychodyslept, accidental (unintentional)",31,247936,578,83,Beautiful Thing,6583,3679,$4463.40,$861.26,$30.53,$13.70
129,23,28,"Oth soft tissue disord related to use/pressure, unsp thigh",891,355285,96,39,"Rachel Papers, The",7984,5264,$2331.11,$921.11,$46.55,$15.86
82,86,40,"Contus/lac cereb, w/o loss of consciousness, init",967,155561,630,60,Shadows (Senki),6700,1205,$4235.92,$55.95,$39.29,$1.66
909,50,22,"Expsr to industr wiring, appliances & electrical mach, init",595,157456,17,81,Life Itself,2697,10106,$4481.21,$95.29,$31.88,$5.98
852,2,2,"Displ suprcndl fx w intrcndl extn low end l femr, 7thB",326,246280,976,65,Forget me not,4982,9889,$4355.91,$573.08,$30.25,$8.90
299,84,14,Monoplg low lmb fol oth cerebvasc dis aff right nondom side,587,230969,464,40,Nico Icon,6623,2862,$1499.12,$326.44,$41.82,$14.71
74,80,13,Malignant melanoma of nose,68,151757,450,31,Set It Off,6496,2456,$4365.36,$398.92,$39.06,$8.04
789,37,32,"Smith's fracture of left radius, init for opn fx type I/2",950,129405,544,36,Back to School,7877,9080,$2534.79,$20.39,$49.19,$22.19
512,62,25,"Nondisp fx of medial epicondyle of l humerus, sequela",771,176157,181,97,Gaudi Afternoon,9035,1733,$3493.47,$858.51,$48.45,$12.41
214,62,42,Assault by strike by hockey stick,766,153553,975,66,Expect No Mercy,5602,1487,$1569.73,$177.47,$34.81,$4.90
300,22,18,"Nondisplaced fracture of navicular of left foot, sequela",864,133172,645,22,"Three Lives of Thomasina, The",1084,2852,$3769.12,$975.80,$49.51,$18.82
664,33,47,Other specific personality disorders,755,234698,937,36,Rabbit Without Ears 2 (Zweiohrküken),5165,2686,$3635.09,$985.69,$33.61,$24.46
685,45,15,"Legal intervnt w oth means, law enforc offl injured, init",395,171052,57,56,King of Jazz,2271,7742,$3271.56,$768.00,$26.91,$14.52
95,10,40,"Anterior displaced Type II dens fracture, sequela",50,367447,739,63,Away from Her,2307,10825,$3017.44,$532.42,$36.12,$23.92
197,82,24,"Acute on chronic slipped upper femoral epiphysis, left hip",339,316109,324,55,Untamed Youth,9407,7561,$2305.50,$316.19,$29.60,$8.58
116,61,32,Drug/chem diabetes mellitus w hypoglycemia w coma,986,380786,839,97,"Miracle of Marcelino, The (Marcelino pan y vino)",5237,7672,$4646.41,$948.35,$42.82,$16.56
698,86,16,"Oth fx shaft of unsp fibula, subs for clos fx w nonunion",525,303332,939,48,Screamers,4396,10444,$3749.95,$228.84,$25.97,$11.01
108,35,24,"Retinal micro-aneurysms, unspecified",534,319278,206,8,H.O.T.S.,6532,5893,$1201.64,$872.79,$38.33,$9.93
703,57,16,Anterior subluxation of right ulnohumeral joint,71,378787,251,42,Kingdom Come,7307,3527,$2170.01,$523.20,$27.80,$15.62
759,70,45,"Displ transverse fx r patella, 7thR",445,209956,817,29,"Nibelungen: Siegfried, Die",7289,7033,$4047.58,$430.73,$41.37,$18.38
192,34,12,Impetigo,821,230753,319,81,"Angel Levine, The",9765,3116,$2100.33,$259.68,$25.36,$18.78
523,12,30,Accident with wheelchair (powered),81,439628,79,57,Au revoir les enfants,7091,4443,$4908.85,$5.91,$32.71,$9.88
237,76,35,"Burn of unspecified degree of right axilla, subs encntr",574,131818,262,19,"Event, The",8906,2880,$2816.29,$602.14,$30.78,$17.92
676,2,33,War operations involving rubber bullets,752,434149,598,50,Horse Feathers,4730,1805,$2198.00,$112.57,$44.73,$7.73
584,45,27,"Person outsd hv veh inj pk-up truck, pk-up/van nontraf, init",612,439047,754,51,Something to Talk About,6788,6582,$1102.94,$621.03,$46.51,$17.31
651,48,3,"Hemorrhage in optic nerve sheath, right eye",254,276521,249,90,San Quentin,2288,5471,$3317.85,$602.72,$48.40,$5.02
121,50,19,"Pnctr w/o fb of unsp great toe w/o damage to nail, init",31,396812,408,92,Shakes the Clown,8560,8736,$4849.11,$849.09,$45.20,$14.52
296,26,13,"Inj oth musc/tend at lower leg level, right leg, init",228,427051,11,30,Ignition,7763,4768,$2151.43,$895.26,$48.95,$11.93
33,22,38,Dysarthria following nontraumatic subarachnoid hemorrhage,773,383712,164,66,"Quiet American, The",8276,9580,$1021.00,$12.62,$31.15,$15.97
766,77,10,"Dislocation of left ankle joint, initial encounter",483,151324,337,33,Standard Operating Procedure,1154,4557,$2009.44,$174.58,$48.60,$21.12
956,77,9,Central cord syndrome at C6 level of cervical spinal cord,936,391774,195,56,Heavy Metal in Baghdad,5831,7510,$4983.38,$36.64,$25.76,$12.02
556,23,13,"Laceration w/o fb of finger w/o damage to nail, subs",433,114755,932,3,Excuse Me for Living,2308,4036,$3486.69,$53.51,$37.60,$19.52
